brand, name, size, Orig, Current, Save, Discount, Url,
"Nike","Sportswear Roshe Run - Red / Brown","SIZES  5, 6, 7, 8, 9, 10, 11","0.0","70.0","0","0.00"%,http://www.prodirectselect.com/Products/Nike-Sportswear-Roshe-Run-Mens-Select-Footwear-University-RedVelvet-BrownLight-Orewood-Brown-74537.aspx,
"Puma","Suede Classic Eco - Team Regal Red/White","SIZES  3, 4, 7, 8, 9, 10, 11, 11","0.0","49.99","0","0.00"%,http://www.prodirectselect.com/Products/Puma-Suede-Classic-Eco-Mens-Shoes-Team-Regal-RedWhite-47336.aspx,
"Puma","Suede Classic - Burgundy/White/Gold","SIZES  7, 8, 9","0.0","49.99","0","0.00"%,http://www.prodirectselect.com/Products/Puma-Suede-Classic-Mens-Select-Shoes-Team-BurgundyWhiteTeam-Gold-54411.aspx,
"Vans","Authentic - Black / White","SIZES  7, 8, 9, 10, 11","0.0","45.0","0","0.00"%,http://www.prodirectselect.com/Products/Vans-Trainers-Vans-Authentic-Mens-Trainers-Vans-Trend-Black-White-42519.aspx,
"Vans","Authentic Shoe - Black","SIZES  3, 4, 5, 6, 7, 8, 8, 9, 10, 12","0.0","45.0","0","0.00"%,http://www.prodirectselect.com/Products/Vans-Shoes-Authentic-Skateboarding-Black-19938.aspx,
"Vans","Authentic Shoe - Navy","SIZES  4, 6, 7, 8, 9, 10, 11, 12","0.0","45.0","0","0.00"%,http://www.prodirectselect.com/Products/Vans-Shoes-Authentic-Skateboarding-Navy-19942.aspx,
"Vans","Authentic - Red","SIZES  4, 5, 6, 7, 8, 9, 10, 11, 12","0.0","45.0","0","0.00"%,http://www.prodirectselect.com/Products/Vans-Trainers-Vans-Authentic-Mens-Trainers-Vans-Trend-Red-42856.aspx,
"Vans","Authentic - True White","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","45.0","0","0.00"%,http://www.prodirectselect.com/Products/Vans-Trainers-Vans-Authentic-Mens-Trainers-Vans-Trend-True-White-42520.aspx,
"Vans","Authentic Shoe - White/Blue","SIZES  3, 4, 5, 6, 7, 8, 9, 10, 11, 12","0.0","45.0","0","0.00"%,http://www.prodirectselect.com/Products/Vans-Shoes-Authentic-Skateboarding-White-Blue-19941.aspx,
"Vans","Old Skool - Black/Black","SIZES  4, 5, 6, 7, 8, 9, 10, 11","0.0","52.0","0","0.00"%,http://www.prodirectselect.com/Products/Vans-Old-Skool-Mens-Select-Footwear-BlackBlack-Canvas-75637.aspx,
"Onitsuka","Tiger Mexico 66 - Black/Black","SIZES  7, 8, 9, 10, 11","0.0","64.99","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Mexico-66-Mens-Select-Shoes-Black-Black-47289.aspx,
"Onitsuka","Tiger Mexico 66 - White/Blue","SIZES  4, 5, 6, 7, 8, 9, 10, 11, 12","0.0","60.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Mexico-66-c-o-S10-White-Blue-Shoes-10223.aspx,
"Onitsuka","Tiger Mexico 66 - Yellow/Black","SIZES  3, 4, 5, 6, 7, 8, 9, 10, 11, 12","0.0","60.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Mexico-66-S10-Yellow-Black-Shoes-10224.aspx,
"Reebok","Pump Omni Lite - Black/White/Red/Gold","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","100.0","0","0.00"%,http://www.prodirectselect.com/Products/Reebok-Pump-Omni-Lite-Mens-Select-Footwear-BlackWhiteRio-RedSonic-Gold-75754.aspx,
"adidas","Originals ZX8000 - Black-Pearl Citrine-Pearl Grey","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","80.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-ZX8000-Mens-Select-Footwear-BlackPearl-CitrinePearl-Grey-74577.aspx,
"adidas","Originals Plimsole 3 - Black/White","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","47.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Plimsole-3-Mens-Select-Footwear-BlackBlackRunning-White-74654.aspx,
"Reebok","Pump Omni Lite - Navy / White / Blue / Orange / Yellow","SIZES  5, 6, 7, 8, 9, 10, 11, 12","0.0","100.0","0","0.00"%,http://www.prodirectselect.com/Products/Reebok-Pump-Omni-Lite-Mens-Select-Footwear-Reebok-NavyWhiteAthletic-BlueOrangeYellow-75756.aspx,
"adidas","Originals Samba - Blue/White/Grey","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","57.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Samba-Mens-Select-Footwear-Solar-BlueRunning-WhiteClear-Grey-74636.aspx,
"Reebok","Pump Omni Lite - Grey/Royal/Orange","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","100.0","0","0.00"%,http://www.prodirectselect.com/Products/Reebok-Pump-Omni-Lite-Mens-Select-Footwear-Tin-GreyReebok-RoyalMandarin-Orange-75755.aspx,
"Reebok","Pump Omni Lite - White/Royal/Red","SIZES  4, 5, 6, 7, 8, 9, 10, 11, 12","0.0","100.0","0","0.00"%,http://www.prodirectselect.com/Products/Reebok-Pump-Omni-Lite-Mens-Select-Footwear-WhiteReebok-RoyalExcellent-Red-75757.aspx,
"New","Balance U420 Pigskin/Ripstop - Deep Blue","SIZES  4, 6, 7, 8, 9","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/New-Balance-U420-Pigskin-Ripstop-Unisex-Select-Footwear-Deep-Blue-75882.aspx,
"New","Balance U420 Pigskin/Ripstop - Green","SIZES  3, 4, 5, 6, 7, 8, 9, 10, 11","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/New-Balance-U420-Pigskin-Ripstop-Unisex-Select-Footwear-Dark-Green-75884.aspx,
"New","Balance 420 Pigskin / Ripstop - Grey/White","SIZES  7, 8, 9, 10, 11","0.0","59.99","0","0.00"%,http://www.prodirectselect.com/Products/New-Balance-420-Pigskin-Ripstop-Mens-Select-Footwear-GreyWhite-55379.aspx,
"New","Balance U420 Pigskin / Ripstop - Burgundy / White","SIZES  8, 9, 10, 11","0.0","60.0","0","0.00"%,http://www.prodirectselect.com/Products/New-Balance-U420-Pigskin-Ripstop-Burgundy-White-Mens-Shoes-ProDirect-Select-66565.aspx,
"Puma","Basket Classic LFS - White/White","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","55.0","0","0.00"%,http://www.prodirectselect.com/Products/Puma-Basket-Classic-LFS-Mens-Select-Footwear-WhiteWhite-76127.aspx,
"adidas","Originals Torsion Allegra - Black / Buebird / White","SIZES  6, 7, 8, 9, 10, 11","0.0","80.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Torsion-Allegra-Mens-Select-Footwear-BlackBluebirdRunning-White-74702.aspx,
"adidas","Originals Gazelle OG - Black / Carbon","SIZES  6, 7, 8, 9, 10, 11","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Gazelle-OG-Mens-Select-Footwear-BlackBlackCarbon-74725.aspx,
"adidas","Originals ZX5000 RSPN - Blue / White / St Tent Green","SIZES  6, 7, 8, 9, 10, 11","0.0","85.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-ZX5000-RSPN-Mens-Select-Footwear-Tribe-BlueNeo-WhiteSt-Tent-Green-74683.aspx,
"adidas","Originals ZX 700 M - Blue / White","SIZES  6, 7, 8, 9, 10, 11","0.0","80.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-ZX-700-M-Mens-Select-Footwear-Tribe-BlueTribe-BlueRunning-White-74711.aspx,
"adidas","Originals AR 2.0 - Navy/Bluebird/White","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","72.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-AR-20-Mens-Select-Footwear-New-NavyBluebirdRunning-White-74662.aspx,
"adidas","Originals Gazelle OG - Blue / White / Bluebird","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Gazelle-OG-Mens-Select-Footwear-Argentina-BlueRunning-WhiteBluebird-74730.aspx,
"adidas","Originals Campus 80S - Blue / White / Legacy","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","62.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Campus-80S-Mens-Select-Footwear-Argentina-BlueNeo-WhiteLegacy-74790.aspx,
"adidas","Originals Gazelle OG - St Tent Green / White / Bluebird","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Gazelle-OG-Mens-Select-Footwear-St-Tent-GreenRunning-WhiteBluebird-74732.aspx,
"adidas","Originals Campus 80S - Pearl Citrine / White / Legacy","SIZES  6, 7, 8, 9, 10","0.0","62.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Campus-80S-Mens-Select-Footwear-Pearl-CitrineNeo-WhiteLegacy-74792.aspx,
"adidas","Originals AR 2.0 - Grey/White","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","72.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-AR-20-Mens-Select-Footwear-Ice-GreyRunning-WhiteRunning-White-74663.aspx,
"adidas","Originals Campus 80S -St Redwood / White / Legacy","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","62.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Campus-80S-Mens-Select-Footwear-St-RedwoodNeo-WhiteLegacy-74789.aspx,
"Reebok","NPC FVS - Pebble/White/Sandtrap/Rbk Brass","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","57.0","0","0.00"%,http://www.prodirectselect.com/Products/Reebok-NPC-FVS-Mens-Select-Footwear-PebbleWhiteSandtrapReebok-Brass-75734.aspx,
"adidas","Originals ZX 700 M - Orange / White","SIZES  6, 7, 8, 9, 10, 11","0.0","80.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-ZX-700-M-Mens-Select-Footwear-OrangeOrange-BeautyRunning-White-74712.aspx,
"adidas","Originals Gazelle OG - Purple / Blue / Legend","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Gazelle-OG-Mens-Select-Footwear-Tribe-PurpleTribe-BlueLegend-74727.aspx,
"adidas","Originals ZX5000 RSPN - Red / Khaki / Black","SIZES  6, 7, 8, 9, 10, 11","0.0","85.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-ZX5000-RSPN-Mens-Select-Footwear-St-Nomad-RedSt-Cargo-KhakiBlack-74682.aspx,
"adidas","Originals AR 2.0 - Cardinal/Scarlet/White","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","72.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-AR-20-Mens-Select-Footwear-CardinalLight-ScarletRunning-White-74664.aspx,
"adidas","Originals Gazelle OG - St Tropic Melon / White / Bluebird","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Gazelle-OG-Mens-Select-Footwear-St-Tropic-MelonRunning-WhiteBluebird-74733.aspx,
"adidas","Originals Campus 80S - St Fade Rose / White / Legacy","SIZES  6, 7, 8, 9, 10","0.0","62.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Campus-80S-Mens-Select-Footwear-St-Fade-RoseNeo-WhiteLegacy-74791.aspx,
"adidas","Originals Torsion Allegra - White / Black / Chrome","SIZES  6, 7, 8, 9, 10, 11","0.0","80.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Torsion-Allegra-Mens-Select-Footwear-Running-WhiteBlackChrome-74704.aspx,
"adidas","Originals Tech Super - White / Purple / Aluminium","SIZES  6, 7, 8, 9, 10, 11","0.0","77.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Tech-Super-Mens-Select-Footwear-Running-WhiteTribe-PurpleAluminum-74680.aspx,
"Vans","Ludlow - Grey/Brown","SIZES  7, 8, 9, 10","0.0","70.0","0","0.00"%,http://www.prodirectselect.com/Products/Vans-Ludlow-Mens-Select-Footwear-Soldier-GreyBrown-75648.aspx,
"Nike","Air Flight Classic - Black/Medium Grey/Purple/Atomic Orange","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","84.99","0","0.00"%,http://www.prodirectselect.com/Products/Nike-Air-Flight-Classic-Mens-Select-Footwear-BlackMediumGreyPurpleAtomicOrange-78337.aspx,
"Asics","Gel Saga Lovers - Fiery Red / White","SIZES  5, 6, 7, 8, 9","0.0","100.0","0","0.00"%,http://www.prodirectselect.com/Products/Asics-Gel-Saga-Mens-Select-Footwear-Fiery-RedWhite-Lovers-and-Haters-73846.aspx,
"Puma","Future Disc LT Opulence - Black / Gold / White","SIZES  6, 7, 8, 9, 10, 11","0.0","100.0","0","0.00"%,http://www.prodirectselect.com/Products/Puma-Future-Disc-LT-Opulence-Mens-Select-Footwear-BlackTeam-GoldWhite-76182.aspx,
"Puma","Future Disc LT Opulence - Limestone Grey / Puma Silver","SIZES  6, 7, 8, 9, 10, 11","0.0","100.0","0","0.00"%,http://www.prodirectselect.com/Products/Puma-Future-Disc-LT-Opulence-Mens-Select-Footwear-Limestone-GreyPuma-Silver-76183.aspx,
"Vans","Alomar OTW Collection - Grey/White","SIZES  7, 8, 9, 10, 11","0.0","90.0","0","0.00"%,http://www.prodirectselect.com/Products/Vans-Alomar-OTW-Collection-Mens-Select-Footwear-GreyWhite-78777.aspx,
"Puma","Future Disc Lite Tech - Turbulence/Bluebird","SIZES  6, 7, 8, 9, 10, 11","0.0","90.0","0","0.00"%,http://www.prodirectselect.com/Products/Puma-Future-Disc-Lite-Tech-Mens-Select-Footwear-TurbulenceBluebird-76185.aspx,
"Puma","Suede Classic Crafted - Tradewinds/Bluebird","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","60.0","0","0.00"%,http://www.prodirectselect.com/Products/Puma-Suede-Classic-Crafted-Mens-Select-Footwear-TradewindsBluebird-76194.aspx,
"Puma","Match Vulc - Turbulence/Glacier Grey","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","60.0","0","0.00"%,http://www.prodirectselect.com/Products/Puma-Match-Vulc-Mens-Select-Footwear-TurbulenceGlacier-Grey-76146.aspx,
"Puma","Suede Classic Citi Series - Curds Whey","SIZES  6, 7, 8, 9, 10, 11","0.0","57.0","0","0.00"%,http://www.prodirectselect.com/Products/Puma-Suede-Classic-Citi-Series-Mens-Select-Footwear-Curds-Whey-76123.aspx,
"Cruyff","Pelota - Black Space Nylon/Suede","SIZES  7, 8","0.0","115.0","0","0.00"%,http://www.prodirectselect.com/Products/Cruyff-Pelota-Mens-Select-Footwear-Space-NylonSuede-76471.aspx,
"Cruyff","Pelota - Pearl Leather","SIZES  6, 7, 8, 9, 10, 11","0.0","115.0","0","0.00"%,http://www.prodirectselect.com/Products/Cruyff-Pelota-Mens-Select-Footwear-Pearl-Leather-76468.aspx,
"Cruyff","Mezza - Malden Nappa/Croco Marbled Patent","SIZES  6, 7, 8, 9, 10, 11","0.0","110.0","0","0.00"%,http://www.prodirectselect.com/Products/Cruyff-Mezza-Mens-Select-Footwear-Malden-NappaCroco-Marbled-Patent-76465.aspx,
"Cruyff","Vicenzo - Transparent Technica/Malden Nappa","SIZES  6, 7, 8, 9, 10, 11","0.0","105.0","0","0.00"%,http://www.prodirectselect.com/Products/Cruyff-Vicenzo-Mens-Select-Footwear-Transparent-TechnicaMalden-Nappa-76489.aspx,
"Cruyff","Vicenzo - Transparent Technica/Malden Nappa","SIZES  6, 7, 8, 9, 10, 11","0.0","105.0","0","0.00"%,http://www.prodirectselect.com/Products/Cruyff-Vicenzo-Mens-Select-Footwear-Transparent-TechnicaMalden-Nappa-76487.aspx,
"Cruyff","Recopa - Quilt Space Nylon/Marbled Patent","SIZES  6, 7, 8, 9, 10, 11","0.0","105.0","0","0.00"%,http://www.prodirectselect.com/Products/Cruyff-Recopa-Mens-Select-Footwear-Quilt-Space-NylonMarbled-Patent-76480.aspx,
"Cruyff","Recopa - Pearl Technica//Marbled Patent","SIZES  6, 7, 8, 9, 10, 11","0.0","100.0","0","0.00"%,http://www.prodirectselect.com/Products/Cruyff-Recopa-Mens-Select-Footwear-Pearl-TechnicaMarbled-Patent-76483.aspx,
